,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,862,55,71,29,96.641396,Tax
5,5,1,1,1,1,2,948,53,139,31,95.830231,Invoice
6,5,1,1,1,1,3,1840,51,163,24,90.541992,InterGlobe
7,5,1,1,1,1,4,2015,51,128,24,96.61084,Aviation
8,5,1,1,1,1,5,2157,51,114,24,96.053833,Limited
10,5,1,1,1,2,1,792,92,133,32,96.094048,(Original
11,5,1,1,1,2,2,939,94,51,23,96.444092,For
12,5,1,1,1,2,3,1002,92,157,32,96.222939,Recipient)
16,5,1,2,1,1,1,2101,135,75,24,96.632263,Front
17,5,1,2,1,1,2,2187,134,85,25,96.799324,Office
19,5,1,2,1,2,1,1840,167,136,25,96.652428,Domestic
20,5,1,2,1,2,2,1988,169,145,30,96.440063,Departure
21,5,1,2,1,2,3,2144,167,127,25,96.562103,Terminal
23,5,1,2,1,3,1,1871,201,100,24,96.800453,Cochin
24,5,1,2,1,3,2,1985,201,178,24,96.214005,International
25,5,1,2,1,3,3,2175,201,98,31,96.047409,Airport
27,5,1,2,1,4,1,2051,234,222,31,92.311951,Nedumbassery
29,5,1,2,1,5,1,2116,267,155,25,96.395859,Ernakulam
31,5,1,2,1,6,1,2171,301,100,24,96.093575,Cochin
33,5,1,2,1,7,1,2038,334,94,25,93.032867,Kerala
34,5,1,2,1,7,2,2143,348,8,3,92.005707,-
35,5,1,2,1,7,3,2163,335,108,24,96.616837,683111
37,5,1,2,1,8,1,1839,368,98,24,90.854538,GSTIN
38,5,1,2,1,8,2,1952,375,5,17,89.846786,:
39,5,1,2,1,8,3,1970,368,301,24,89.420364,32AABCI2726B1ZB
41,5,1,2,1,9,1,177,409,124,25,93.271782,Number
42,5,1,2,1,9,2,313,416,5,17,84.315224,:
43,5,1,2,1,9,3,333,410,304,24,90.61042,KL1222303AV75894
47,5,1,3,1,1,1,177,494,69,23,92.789795,Date
48,5,1,3,1,1,2,269,500,5,17,90.400391,:
49,5,1,3,1,1,3,297,493,188,24,96.438995,21-Mar-2023
53,5,1,4,1,1,1,177,577,166,30,96.717163,Passenger
54,5,1,4,1,1,2,355,577,88,23,85.699936,Name
55,5,1,4,1,1,3,456,583,5,17,85.699936,:
56,5,1,4,1,1,4,485,576,207,24,91.974251,Dhanalakshmi
57,5,1,4,1,1,5,705,576,101,24,96.4189,Suresh
61,5,1,5,1,1,1,177,677,67,23,89.990532,PNR
62,5,1,5,1,1,2,258,683,5,17,89.990532,:
63,5,1,5,1,1,3,277,677,159,23,79.764877,ORDRWW
64,5,1,5,1,1,4,549,676,89,31,95.551804,Flight
65,5,1,5,1,1,5,649,677,41,23,92.565292,No
66,5,1,5,1,1,6,704,683,5,17,90.962265,:
67,5,1,5,1,1,7,723,677,38,23,91.480743,6E
68,5,1,5,1,1,8,773,690,8,3,91.101395,-
69,5,1,5,1,1,9,793,677,71,23,96.178566,6922
