,Unnamed: 0,text,CandidatePosition,NeighbourInformation,Similarity,Output
0,0,CSOT,-0.6524387452769675,-0.4939269916814906,0.9215747197414201,0
1,1,2-Mar-20,0.2648201984660153,2.2863476900337263,0.0043157759984373545,1
2,2,16%,0.1918842427157434,-0.4939269916814906,0.07725173174870925,0
3,3,Tax,0.4462679099850735,-0.4939269916814906,0.17713193552062084,0
4,4,16%,0.1964217495952394,-0.4939269916814906,0.07271422486921325,0
5,5,Tax,0.4508038392738875,-0.4939269916814906,0.18166786480943486,0
6,6,12},-0.0913005852936402,-0.4939269916814906,0.36043655975809286,0
7,7,16%,0.2009576788840534,-0.4939269916814906,0.06817829558039926,0
8,8,Tax,0.4553413461533835,-0.4939269916814906,0.18620537168893087,0
9,9,16%,0.2054951857635494,-0.4939269916814906,0.06364078870090326,0
10,10,Tax,0.4598772754421975,-0.4939269916814906,0.19074130097774483,0
11,11,123456},0.1147169595469249,-0.4939269916814906,0.15441901491752774,0
12,12,16%,-0.4139436822936368,-0.4939269916814906,0.6830796567580895,0
13,13,"19,525.42 0%",-0.190568862776235,-0.4939269916814906,0.45970483724068767,0
14,14,"19,525.42 IGTAL",0.1267940631481113,-0.4939269916814906,0.14234191131634133,0
