,text,CandidatePosition,NeighbourInformation
0,3rd,-0.5034597594461467,-0.4939269916814903
1,02/01/2023,0.3886120911376418,3.0522546036247196
2,02/01/2023,0.3938828049802335,3.08837818992389
3,24AAMCA2213N1ZQ,-0.396851931451492,-0.4939269916814903
4,"24,",-0.532555057233217,-0.4939269916814903
5,01-12-2022,-0.18461215541789003,-0.4939269916814903
6,31-12-2022,-0.03783620177418462,-0.4939269916814903
7,01-12-2022,-0.16032467476534343,-0.4939269916814903
8,31-12-2022,-0.013548721121638019,-0.4939269916814903
9,6 months,-0.06902793767686215,-0.4939269916814903
10,"@ 18% on 25,295.40",0.45572014858650045,-0.4939269916814903
11,2006 in,0.0025532909418203853,-0.4939269916814903
12,"1 65,825.00",0.6203786757900697,-0.45785727431150036
13,7 days at,0.021064306435390506,-0.4939241826533351
