,Unnamed: 0,text,CandidatePosition,NeighbourInformation,Similarity,Output
0,0,"23 and 24,",-0.5820820063087426,-0.4939269916814906,0.9259834369960404,0
1,1,16-Dec-22,0.3439363328329402,3.0503128699621573,3.490214564244587e-05,1
2,2,2022 -01,-0.3518786215112793,-0.4939269916814906,0.6957800521985771,0
3,3,18%,0.5057367289781014,-0.4939269916814906,0.16183529829080368,0
4,4,18%,0.5057367289781014,-0.4939269916814906,0.16183529829080368,0
5,5,"3,960.00 Total|",0.530036273264227,-0.4939269916814906,0.18613484257692925,0
6,6,"3,960.00 3,960.00",0.6621979831975716,-0.4939269916814906,0.3182965525102739,0
7,7,"3,960.00 Tax",0.1779361213518907,-0.4939269916814906,0.165965309335407,0
8,8,2022.12.16,0.4328931463672187,-0.4939269916814906,0.08899171567992098,0
9,9,12:24:37 +05'30',0.4168484608271123,0.2714150114171907,0.07294703013981457,0
