,Unnamed: 0,text,CandidatePosition,NeighbourInformation,Similarity,Output
0,0,1st,-0.5862169268498234,-0.4939269916814906,0.18660173090870152,0
1,1,2nd,-0.4620575467495427,-0.4939269916814906,0.06244235080842081,0
2,2,Mar 2023 | 12:31 AM .,-0.405299161658588,3.047770067333832,0.0056839657174661,1
3,3,Mar 2023 | 09:04 AM Dl,-0.4277953673092392,3.066609878957433,0.028180171368117346,0
4,4,15.82 474.56,0.3603386708699299,-0.4939269916814906,0.7599538668110517,0
5,5,6.00] 25.42],0.5712629979237798,-0.4939269916814906,0.9708781938649016,0
6,6,25.42] 6.00,0.6202833679302515,-0.4939269916814906,1.0198985638713733,0
7,7,6.00 |,0.6542208827322549,-0.4939269916814906,1.0538360786733767,0
8,8,| 25.42 75MG,0.1193284597170894,-0.4939269916814906,0.5189436556582113,0
9,9,1393.00,0.7379782655776116,0.2737989527997331,1.1375934615187335,0
10,10,1393.00,0.7459652545330624,0.2737989527997331,1.1455804504741842,0
11,11,1393.00,-0.1991407027678501,0.2698969963721449,0.2004744931732718,0
12,12,"11-6-56,",-0.2788635258900967,-0.4939269916814906,0.12075167005102516,0
