,Unnamed: 0,text,CandidatePosition,NeighbourInformation,Similarity,Output
0,0,"#27,2nd",-0.4117088287329158,-0.4939269916814906,0.655345299347023,0
1,1,9341066551,0.3541232689675967,-0.4939269916814906,0.11048679835348946,0
2,2,30-03-2014,0.1297039170882925,2.285852307770679,0.11393255352581477,0
3,3,"29481209435,",-0.0188820859088819,-0.4939269916814906,0.26251855652298917,0
4,4,2nd,-0.5160688668268189,-0.4939269916814906,0.7597053374409262,0
5,5,Jan-2023,0.2696179229997368,3.0507218351361542,0.025981452385629544,0
6,6,18% Jan-23,-0.0383351471235365,0.2707222813529207,0.2819716177376438,0
7,7,5.00% 5.00%,0.3494370965380348,3.050647312180116,0.10580062592392753,0
8,8,5.00% 5.00%,0.3537446874462223,-0.4939269916814906,0.11010821683211502,0
9,9,5.00% 5.00%,0.3580522783544099,-0.4939269916814906,0.11441580774030263,0
10,10,5.00% 18.00%,0.3624872473185127,-0.4939269916814906,0.11885077670440541,0
11,11,18.00% 18.00%,0.3667948382267002,-0.4939269916814906,0.12315836761259297,0
12,12,18.00% 5.00%,0.3711024291348878,-0.4939269916814906,0.12746595852078052,0
13,13,5.00% 12.00%,0.3753649834032229,-0.4939269916814906,0.13172851278911563,0
14,14,12.00% 18%,0.3796259600808759,-0.4939269916814906,0.13598948946676864,0
15,15,18%,0.3816436358140213,-0.4939269916814906,0.13800716519991402,0
16,16,18%,0.3816436358140213,-0.4939269916814906,0.13800716519991402,0
17,17,18%,0.3865461685843832,-0.4939269916814906,0.14290969797027592,0
18,18,OO,0.0187515580369062,-0.4939269916814906,0.22488491257720106,0
19,19,| 2950,0.23014554106931,-0.4939269916814906,0.013490929544797248,1
20,20,any,0.4180572342759973,0.2710323571737836,0.17442076366189002,0
21,21,any,-0.0308934402154338,0.2691782704487621,0.27452991082954104,0
