,Unnamed: 0,text,CandidatePosition,NeighbourInformation,Similarity,Output
0,0,07 Dec 2022,-0.4730940627511422,0.2695839713062613,0.00022731265992709249,1
1,1,"23&24,HONGASANDRA,HOSUR",-0.2894925286859735,0.2702084960109435,0.18337422140524157,0
2,2,01 Nov 2022,0.341136829926216,-0.4939269916814906,0.8140035800174311,0
3,3,30 Nov 2022,0.4567639152777784,-0.4939269916814906,0.9296306653689934,0
4,4,Nov 2022,0.3474972282412431,-0.4939269916814906,0.8203639783324581,0
5,5,9.00% J,0.3578513990054279,-0.4939269916814906,0.830718149096643,0
6,6,J,0.3771551861050101,-0.4939269916814906,0.8500219361962251,0
7,7,00 |_8.00),0.4510452702737794,-0.4939269916814906,0.9239120203649944,0
8,8,Original,0.3589876981278307,0.2705180655135443,0.8318544482190458,0
9,9,"so,",0.3948604419538739,-0.4939269916814906,0.867727192045089,0
10,10,1 R,-0.3407879171363346,-0.4939269916814906,0.1320788329548805,0
11,11,2022.12.07,0.3184414734576473,-0.4939269916814906,0.7913082235488624,0
12,12,20:46:50 IST Authorised,0.2999244205451168,-0.4939269916814906,0.772791170636332,0
13,13,1110,0.2221891233327039,-0.4939269916814906,0.695055873423919,0
14,14,1ST,-0.1896858681934477,-0.4939269916814906,0.28318088189776736,0
15,15,10th,0.071764819122125,-0.4939269916814906,0.5446315692133401,0
16,16,3324332026;,-0.2158430879074721,-0.4939269916814906,0.257023662183743,0
