,text,CandidatePosition,NeighbourInformation
0,9:47 AM Ezylnvoice,-0.3384156737495133,-0.4939269916814903
1,2023-01-30,0.3896552319077483,-0.4939269916814903
2,10:06:00,0.4774385447066728,2.2858354026246186
3,29/01/2023.,0.197769297441892,-0.4939269916814903
4,9005 3.,-0.05485477269323511,0.2699818906575357
5,2023-01-30,0.3896552319077483,-0.4939269916814903
6,2022-12-29,-0.4504754528248881,2.286345451998157
7,18 %,0.12640054069432732,2.2807958739448146
8,2022-12-30,-0.44284544443371915,2.2863392852849618
9,18 %,0.13382929857993098,2.2807915967713037
10,2022-12-31,-0.4377500224754308,2.2863594143627526
11,2022-12-31 Package,-0.3783986341539941,2.2858676359506434
12,18 %,0.14868681435113829,2.280783042424282
13,2023-01-01,-0.4223704253269953,-0.4939269916814903
14,2023-01-01 Package,-0.363514341099968,-0.4939269916814903
15,18 %,0.16354433012234565,-0.4939269916814903
16,3600,-0.02780732396971229,-0.4939269916814903
17,3600,0.1102242402495365,-0.4939269916814903
18,"69,300.04, 0.00",-0.08382996908136933,-0.4939269916814903
19,"30, 2023, 10:06:00 AM",0.6201533731290062,2.2775640847087053
20,"4, 2023 10.195.17.40/home/invoice-details/10005100?itemsPerPage=20&currentPage=1",-0.2291742029060609,2.2859048452866504
