,text,CandidatePosition,NeighbourInformation
0,5-Dec-22,0.22805949587885183,3.050582874422479
1,5-Dec-22,0.22805949587885183,3.050582874422479
2,5-Dec-22,0.035090531718200535,0.3122104491210051
3,Mode/Terms,0.2419204234073416,3.0932438305003402
4,"18% | 4,232.34) 4,232.34",0.4947527109080201,-0.4939269916814903
5,"4,232.34 7",0.07858231074409033,-0.4939269916814903
6,7 Total),-0.15999870734236327,-0.4939269916814903
7,"4,232.34 4,232.34",0.5420698140710171,-0.4939269916814903
8,"4,232.34 Tax",0.05364644838079305,-0.4939269916814903
9,2221224541928852,0.6097045064479738,-0.4939269916814903
10,2221224541928852,0.3945114510721873,-0.4939269916814903
