,text,CandidatePosition,NeighbourInformation
0,+91,-0.056142290018330404,-0.4939269916814903
1,DATE,-0.2703802186996233,-0.4939269916814903
2,28/12/2022,-0.09122511639939843,-0.4939269916814903
3,30 | 30 |,0.24619707812450345,2.2818320604014137
4,10 10 |,0.2612735699840727,-0.4939269916814903
5,1S 15,0.2263404951919093,-0.4939269916814903
6,23 ] 95,0.2288701583582569,-0.4939269916814903
7,20 | 20,0.25163488083749846,-0.4939269916814903
8,Sub 1,0.1569625494057636,-0.4939269916814903
9,Qty,0.20377695219997527,2.282091009787137
10,$32.86,0.3892805665978421,-0.4939269916814903
