,Unnamed: 0,text,CandidatePosition,NeighbourInformation,Similarity,Output
0,0,to) 7,-0.4713127634904596,-0.4939269916814906,0.8065969816666603,0
1,1,3-Aug-22,0.3341304210944453,3.0505477199204285,0.0011537970817553367,1
2,2,3-Aug-22,0.3432749567545147,3.0867142125825286,0.00799073857831406,0
3,3,2022,-0.2794887629746865,-0.4939269916814906,0.6147729811508871,0
4,4,18%,0.0519830600316115,-0.4939269916814906,0.2833011581445891,0
5,5,@ 18% 18|,0.0803863233554133,-0.4939269916814906,0.25489789482078734,0
6,6,Email,-0.0009167162269194,0.2691691158075724,0.33620093440312004,0
7,7,18%,0.4072577322271468,-0.4939269916814906,0.07197351405094615,0
8,8,"2,592.00 Bes",0.1327716321165223,-0.4939269916814906,0.20251258605967834,0
9,9,"2,592.00} 2,592.00",0.6115698106727384,-0.4939269916814906,0.2762855924965378,0
10,10,"2,592.00 Tax",0.1329263829108174,-0.4939269916814906,0.20235783526538323,0
11,11,@24%,-0.3104290127369055,-0.4939269916814906,0.6457132309131062,0
12,12,4. Warranty,-0.3832693698573265,-0.4577500562730529,0.7185535880335272,0
