,text,CandidatePosition,NeighbourInformation
0,31-Dec-22,0.35599233797078844,0.2698733767348454
1,9902016147,0.36948056429749715,0.2698913672654008
2,Invoice,0.13829020984106594,0.2695299756412563
3,Desk,-0.24467310854422078,-0.4939269916814903
4,INTEGRATED,0.22215536295022298,-0.4939269916814903
5,+91,-0.12475837456313452,-0.4939269916814903
6,6661,-0.022596003184700092,-0.4939269916814903
7,7000,0.048243859765914984,-0.4939269916814903
8,18%|,0.44965509803659265,-0.4939269916814903
9,18%|,0.44965509803659265,-0.4939269916814903
10,"_76,888.40|",0.6804698745094765,-0.4939269916814903
11,"4,26,880.00 |",0.38892363590991114,-0.4939269916814903
12,"76,838.40]",0.6865775325842716,-0.4939269916814903
13,DEC.'22,-0.44452575675136896,-0.4939269916814903
14,Desk,-0.3699896697340457,-0.4939269916814903
15,2%,-0.40859183256755527,-0.4939269916814903
16,6 7,0.6148226494252931,-0.4939269916814903
