,text,CandidatePosition,NeighbourInformation
0,2022-07-21,-0.4695242730710404,-0.4939269916814903
1,18:38:45 |,-0.23963724058503683,-0.4939269916814903
2,1166831061179,-0.031698672617797935,-0.4939269916814903
3,"1612/1,",-0.6190138642634565,-0.4939269916814903
4,21-Jul-2022 6:39 PM,-0.4305971460398477,-0.4939269916814903
5,1D ] 250558 23,-0.0841816388066238,3.0473050918871745
6,"24,",-0.5476872957683159,0.26922168351460846
7,21-Jul-2022 06:40 PM,0.4723629981817462,3.044213150451686
8,9902016236,-0.39338847025479284,-0.4939269916814903
9,THY.,-0.3134354501824085,-0.4939269916814903
10,:,-0.27610000686378167,-0.4939238004800671
11,7800,-0.4821031774759278,-0.4939269916814903
12,TO PAY,-0.43020893471605703,-0.4939269916814903
13,"91/1, 6TH",0.06192322986114854,-0.4939269916814903
14,10TH,0.16778012787788554,-0.4939269916814903
