,text,CandidatePosition,NeighbourInformation
0,Dec.,0.27050452660509555,-0.4939269916814903
1,"3, 2019, 5:49",0.36721722182432825,2.2856498167135495
2,Best,-0.4717885288874572,-0.4939269916814903
3,Dec.,0.29106793041429985,-0.4939269916814903
4,"3, 2019",0.3587533301777648,2.2859227019380586
5,Dec.,0.29106793041429985,-0.4939269916814903
6,Dec.,-0.3771187690662837,-0.4939269916814903
7,"5, 2019",-0.32459199640387537,-0.4939269916814903
8,Dec.,-0.1582586304755811,-0.4939269916814903
9,"8, 2019",-0.10601685449686041,-0.4939269916814903
