,Unnamed: 0,text,CandidatePosition,NeighbourInformation,Similarity,Output
0,0,"Monday,24th",0.3416139104571857,0.2731917871287858,0.0354896402215506,1
1,1,October,0.4296994884179521,0.2735478134720672,0.05259593773921578,0
2,2,10:00,0.487996244735035,0.273782324342143,0.1108926940562987,0
3,3,9008511911,-0.5302692349577831,0.2696766516315195,0.9073727856365195,0
4,4,"24,2022",0.5214559959268319,0.2738729694928384,0.1443524452480956,0
5,5,"64/1,",-0.5817623613433137,-0.4753544667633307,0.95886591202205,0
6,6,INVOICE,-0.0524977945600576,-0.4939269916814906,0.4296013452387939,0
7,7,1000,-0.4889438084554778,-0.4939269916814906,0.8660473591342142,0
8,8,3 years and,-0.4500819867330812,-0.4939235452643837,0.8271855374118176,0
9,9,18 years,-0.2752652751797715,-0.4939239119842651,0.6523688258585079,0
