,text,CandidatePosition,NeighbourInformation
0,:,0.09490527455067632,-0.4939269916814903
1,GSTIN,-0.6529497887009577,-0.4939269916814903
2,14/06/2021,-0.23768294988190086,0.2706027933169323
3,14/06/2021,0.5312425518402842,-0.4939269916814903
4,1270.34,-0.4945406226045474,-0.4939269916814903
5,9.00 %,-0.41176384177119363,-0.4939269916814903
6,9.00 %,-0.25428355136846686,-0.4939269916814903
7,Invoice,-0.6369625239513159,-0.4939269916814903
8,1499.00,0.6812246544098921,-0.4939269916814903
9,1270.34 114.33,-0.40448232196229483,-0.4939269916814903
10,16/06/2021,-0.09334693383062978,0.26959792888716355
11,15/09/2022 11:31:17AM,-0.3569267334352113,-0.4939269916814903
