,Unnamed: 0,text,CandidatePosition,NeighbourInformation,Similarity,Output
0,0,"15,",-0.6775011956111101,-0.4939269916814906,1.178979500531633,0
1,1,"9641516345,",0.1611767477296056,-0.4939269916814906,0.3403015571909173,0
2,2,+2567,-0.425865714085658,-0.4939269916814906,0.9273440190061809,0
3,3,03-Jan-23,0.5095613153945517,3.052023041906788,0.008083010474028818,1
4,4,17:,0.5847580340224668,3.0515968241223,0.08327972910194392,0
5,5,04-Jan-23 10:51,0.5473717790206633,3.0518417154431328,0.04589347410014033,0
6,6,Pay,0.3392767743032041,-0.4939269916814906,0.16220153061731885,0
7,7,03-Jan-23,-0.5335079448725462,2.286276680808083,1.034986249793069,0
8,8,"1400.00,",0.48497670273369,2.2764744419388867,0.016501602186832942,0
9,9,03-Jan-23,-0.5288750849379137,2.2862740143344134,1.0303533898584365,0
10,10,1450.00,0.7252395568831407,-0.4939269916814906,0.22376125196261776,0
11,11,6% 6% 1190.00 142.80,-0.2284574311428495,-0.4939269916814906,0.7299357360633725,0
12,12,210.00,0.7379119659834803,-0.4939269916814906,0.23643366106295738,0
13,13,71.40,0.7512017548858099,-0.4939269916814906,0.24972344996528695,0
14,14,71.40,0.7577994632891533,-0.4939269916814906,0.25632115836863034,0
15,15,1383.00,0.7577988617352968,-0.4939269916814906,0.25632055681477384,0
16,16,1383.00,0.7716379868985818,0.2710600854621682,0.27015968197805884,0
