,Unnamed: 0,text,CandidatePosition,NeighbourInformation,Similarity,Output
0,0,11:16,-0.622895277518235,-0.4939269916814906,0.06823694170203387,1
1,1,11:16,-0.622895277518235,-0.4939269916814906,0.06823694170203387,1
2,2,4333,-0.409425881871961,-0.4939269916814906,0.2817063373483079,0
3,3,3034,0.2848082083942541,-0.4939269916814906,0.9759404276145229,0
4,4,2404,0.490177458468905,-0.4939269916814906,1.1813096776891738,0
5,5,09/12/2022,0.3312806518425011,-0.4939269916814906,1.02241287106277,0
6,6,06:16:29,0.4087913243523507,-0.4939269916814906,1.0999235435726196,0
7,7,11/12/2022,0.3372508004997158,2.2840613872518656,1.0283830197199846,0
8,8,12:00:00,0.4145420742096976,2.2833202205625787,1.1056742934299666,0
9,9,9064,0.3186273795670459,2.284289502334184,1.0097595987873147,0
10,10,09/12/2022,-0.5531765721532468,2.286336498668528,0.13795564706702212,0
11,11,2404,0.1489226404746238,2.279624725029197,0.8400548596948927,0
12,12,09/12/2022,-0.544881379587885,2.28633172309169,0.14625083963238394,0
13,13,6860,-0.4218784746924136,2.285152344647855,0.26925374452785533,0
14,14,Rs,0.3560148383096829,-0.4939269916814906,1.0471470575299517,0
15,15,10/12/2022,-0.5277742183398436,2.286314523111049,0.1633580008804253,0
16,16,2404,0.1733017719975577,-0.4939269916814906,0.8644339912178266,0
17,17,10/12/2022,-0.5191695536949091,-0.4939269916814906,0.17196266552535977,0
18,18,6896,-0.3972243905583188,-0.4939269916814906,0.2939078286619501,0
19,19,Rs,0.3560148383096829,-0.4939269916814906,1.0471470575299517,0
20,20,11/12/2022,-0.5031328720113403,-0.4939269916814906,0.18799934720892864,0
21,21,6943,-0.3814648821200618,-0.4939269916814906,0.3096673371002071,0
22,22,0.00,0.6005033233665231,2.2752535283167727,1.291635542586792,0
23,23,11/12/2022,-0.4868084999110191,-0.4939269916814906,0.2043237193092498,0
24,24,3978,-0.3645989013347085,-0.4939269916814906,0.3265333178855604,0
25,25,1/4,0.8126539866892675,-0.4939269916814906,1.5037862059095364,0
