,Unnamed: 0,text,CandidatePosition,NeighbourInformation,Similarity,Output
0,0,"MAIN,3RD",-0.1938869448815092,-0.4939269916814906,0.4149054471043978,0
1,1,"CROSS,",-0.1035659817700662,-0.4939269916814906,0.3245844839929548,0
2,2,2ND,0.0032600145550696,-0.4939269916814906,0.217758487667819,0
3,3,9611118151,-0.1317961577038046,-0.4939269916814906,0.3528146599266932,0
4,4,9916364921,0.0565070657728782,-0.4939269916814906,0.1645114364500104,0
5,5,Invoice,0.0244615373944176,0.2690052055413501,0.19655696482847101,0
6,6,Dt,0.0823106161977484,0.2692376840743949,0.1387078860251402,0
7,7,31/10/2022,0.2236933245500328,0.2697988017657176,0.002674822327144194,1
8,8,Dt,0.0686647252339329,0.2877031077520814,0.1523537769889557,0
9,9,9900522682,-0.4864040084452072,-0.4939269916814906,0.7074225106680958,0
10,10,| DC,-0.523368899119684,-0.4939269916814906,0.7443874013425726,0
11,11,of,-0.324147545112066,-0.4939269916814906,0.5451660473349547,0
12,12,3950.00=,-0.2227531130003382,-0.4939269916814906,0.44377161522322683,0
13,13,355.50+,-0.0902180852936818,-0.4939269916814906,0.3112365875165704,0
14,14,355.50,0.0292407039214512,-0.4939269916814906,0.1917777983014374,0
15,15,1 |1673|HP,-0.5041613737963455,-0.4939269916814906,0.7251798760192341,0
16,16,3950.00,-0.2054196597673742,-0.4939269916814906,0.4264381619902628,0
17,17,355.50,0.0531211835642883,-0.4939269916814906,0.1678973186586003,0
18,18,"MAIN,3RD",-0.1938869448815092,-0.4939269916814906,0.4149054471043978,0
19,19,any,-0.1442661181543856,-0.4939269916814906,0.36528462037727416,0
20,20,29AOEPV3539F1ZL,-0.2461051990118028,-0.4939269916814906,0.4671237012346914,0
21,21,40933303,0.1485223476654409,-0.4939269916814906,0.0724961545574477,0
22,22,40933303,0.1485223476654409,-0.4939269916814906,0.0724961545574477,0
23,23,@24%,-0.2664007321642331,-0.4939269916814906,0.4874192343871217,0
24,24,Phone:080-40933331/,-0.0130201018241902,-0.4939269916814906,0.2340386040470788,0
