,Unnamed: 0,text,CandidatePosition,NeighbourInformation,Similarity,Output
0,0,3rd,-0.3264670080011897,-0.4939269916814906,0.6700181008913091,0
1,1,9884227214,-0.2008486948828885,-0.4939269916814906,0.5443997877730079,0
2,2,17-Aug-2022,0.3410401875395757,3.05053994978679,0.002510905350543713,1
3,3,1346.80,0.6336847552932788,-0.4939269916814906,0.2901336624031594,0
4,4,/ ;,0.4857230960953676,-0.4939269916814906,0.1421720032052482,0
5,5,2882.60],0.6854952263672274,-0.4939269916814906,0.34194413347710795,0
6,6,600096,0.0143542318712265,0.2692885583451211,0.32919686101889295,0
7,7,Round,0.2083595599800784,-0.4939269916814906,0.13519153291004102,0
8,8,19\¢,-0.3968679676655054,-0.4939269916814906,0.7404190605556249,0
9,9,@ 24%,0.0135149071277548,-0.4939269916814906,0.3300361857623646,0
