,Unnamed: 0,text,CandidatePosition,NeighbourInformation,Similarity,Output
0,0,Mar,-0.3774756492354899,-0.4939269916814906,0.6145982445251238,0
1,1,2023,-0.3300083613715386,-0.4939269916814906,0.5671309566611725,0
2,2,00:30,-0.274969503883598,-0.4939269916814906,0.5120920991732318,0
3,3,"4 §00,00",0.286410807375004,-0.4939269916814906,0.049288212085370126,0
4,4,$00.00,0.4312286087980846,-0.4939269916814906,0.19410601350845072,0
5,5,7300.00,0.432068262954859,-0.4939269916814906,0.19494566766522511,0
6,6,7800.00,0.4471148248451159,-0.4939269916814906,0.209992229555482,0
7,7,Vie,0.2806335331009687,-0.4939269916814906,0.04351093781133483,1
8,8,No,-0.2304989492197975,-0.4939269916814906,0.4676215445094314,0
9,9,©+91,0.5834527758323044,-0.4939269916814906,0.3463301805426705,0
10,10,9916563132,-0.0351755059999298,-0.4939269916814906,0.27229810128956367,0
11,11,18:49:33,0.6436873313399258,-0.4939269916814906,0.406564736050292,0
