,text,CandidatePosition,NeighbourInformation
0,"20,",-0.5136032695868753,-0.4939269916814903
1,2ND,-0.25612945063128784,-0.4939269916814903
2,4620,-0.4733142792459008,-0.4939269916814903
3,4700,-0.4240278889079775,-0.4939269916814903
4,4799,-0.34107010922767567,-0.4939269916814903
5,4148,-0.13029267987979282,-0.4939269916814903
6,2470,-0.08074185410214932,-0.4939269916814903
7,06-12-2022,0.1661124432845891,-0.4939269916814903
8,"24,",-0.29186686200666345,-0.4939269916814903
9,Details,-0.4975147254778969,-0.4939269916814903
10,1500.00,-0.007903935399618329,-0.4939269916814903
11,1.000 1.0000,0.19930203669868632,-0.4939269916814903
12,1500.00,0.3825598294494485,-0.4939269916814903
13,/ 2,-0.4458744316739332,-0.4939269916814903
14,1.0000 1500.00,0.3182569809575622,-0.4939269916814903
15,/ 3,-0.43433372695109684,-0.4939269916814903
16,3500.00,0.015240228526798856,-0.4939269916814903
17,1.000 1.0000,0.21113487310657703,-0.4939269916814903
18,3500.00,0.4053817834907015,-0.4939269916814903
19,/ 4,-0.4215342608877133,-0.4939269916814903
20,2500.00,0.02725478908478142,-0.4939269916814903
21,1.0000 293.00,0.3298704185655849,-0.4939269916814903
22,2500.00,0.41713190860896376,-0.4939269916814903
23,7793.00,0.4335687688834392,-0.4939269916814903
24,1402.74,0.4404215498195806,-0.4939269916814903
25,@ 18% 9195.74 Total,0.0878702816306057,-0.4939269916814903
