,Unnamed: 0,text,CandidatePosition,NeighbourInformation,Similarity,Output
0,0,+91,-0.0063939652039552,0.269617603483856,0.5333147656457448,0
1,1,+91,-0.0861732055030253,0.2692815193886503,0.6130940059448149,0
2,2,61447000,0.0715515734993627,0.2699279323238203,0.4553692269424269,0
3,3,*,0.1187155280845274,0.2701220426346457,0.40820527235726217,0
4,4,31-12-22,0.5127263558196079,-0.4939269916814906,0.014194444622181668,1
5,5,16th,-0.6134554311099654,-0.4939269916814906,1.140376231551755,0
6,6,1602,-0.4599747239933471,-0.4939269916814906,0.9868955244351367,0
7,7,"of : 15:48:10 2 ""S",0.0008873269749277,-0.4939269916814906,0.5260334734668619,0
8,8,16th,-0.1092965489611736,-0.4939269916814906,0.6362173494029632,0
9,9,1602,0.0449721770306778,-0.4939269916814906,0.4819486234111118,0
10,10,SOLUTIONS,-0.5260678896225317,-0.4939269916814906,1.0529886900643213,0
11,11,TAX,-0.26703191604375,-0.4939269916814906,0.7939527164855396,0
12,12,—|_—67.86,0.4274488002162995,-0.4939269916814906,0.09947200022549008,0
13,13,67.86 271.44,0.5482372729812726,-0.4939269916814906,0.02131647253948299,0
14,14,in 3 days,-0.1294664232398872,-0.4939269916814906,0.6563872236816768,0
