,text,CandidatePosition,NeighbourInformation
0,21 Juni 2022 |,0.01613542652070722,3.0492667847262345
1,Personal,-0.5736571131276779,-0.4939269916814903
2,SO,0.0022303826858409703,3.049283216593337
3,"2 3,000,000",0.24254879839112783,-0.4939269916814903
4,"2 1,500,000",0.23996063220217104,-0.4939269916814903
5,"2 1,980,000",0.25841117081122944,-0.4939269916814903
6,di,-0.4265600880178709,-0.4939269916814903
7,11%,0.3159911779699743,-0.4939269916814903
8,Jakarta,0.20993126473601015,-0.4939269916814903
9,"29036345,",0.09747676441073717,-0.4939269916814903
10,29036346,0.39926811181952987,-0.4939269916814903
