,Unnamed: 0,text,CandidatePosition,NeighbourInformation,Similarity,Output
0,0,10/04/22,0.4744016767990411,2.2855758695515966,0.002110537588706163,1
1,1,2999,0.2692332388125712,-0.4939269916814906,0.20727897557517605,0
2,2,2555,0.4173078744664563,2.286259794784917,0.05920433992129098,0
3,3,07%,-0.6153065421361037,-0.4939269916814906,1.091818756523851,0
4,4,10%,-0.6061544414263819,-0.4939269916814906,1.0826666558141291,0
5,5,9/10/2022,-0.1475968683378049,-0.4939269916814906,0.6241090827255522,0
6,6,16-10-2022,-0.0148886392650678,-0.4939269916814906,0.49140085365281505,0
7,7,"2,000.04 140.00",0.5746122784643715,-0.4939269916814906,0.0981000640766242,0
8,8,9/10/2022,-0.1298362464196002,-0.4939269916814906,0.6063484608073475,0
9,9,16-10-2022,0.0028719826531368,-0.4939269916814906,0.47364023173461045,0
10,10,200.00 9/10/2022,0.2330637732811107,-0.4939269916814906,0.24344844110663658,0
11,11,1651323373487017,-0.0621489621556025,-0.4939269916814906,0.5386611765433498,0
