,text,CandidatePosition,NeighbourInformation
0,"Floor,",-0.309945799695186,-0.4939269916814903
1,28-SEP-2022 RD,-0.1983229704808278,-0.4939269916814903
2,1100,-0.4314978761616123,-0.4939269916814903
3,"1 5,513",0.36701451975750776,2.2835036263603716
4,"4,30,014.00 Terminal",0.03693598280766261,-0.4939269916814903
5,"1 14,000",0.37422663239652837,2.2834693451594728
6,"| 16,520.00 MBL",0.04083183833198082,-0.4939269916814903
7,"1 3,000",0.3752151955026774,2.2834938837150367
8,"3,540.00 Total",0.06935101964726487,-0.4939269916814903
9,"3 4,47,014.00|",0.48046152601086317,-0.4939269916814903
10,"4,50,074.00 INR",0.09690777192809788,-0.4939269916814903
