,Unnamed: 0,text,CandidatePosition,NeighbourInformation,Similarity,Output
0,0,2022-23,-0.3119333552353941,0.2699392831615962,0.7059860716336059,0
1,1,07-06-2022,0.3941251194777119,0.269914631101887,7.240307950007185e-05,1
2,2,2 Special,-0.4194703328326391,-0.4939269916814906,0.813523049230851,0
3,3,1200.00,0.5198952665538779,-0.4939269916814906,0.12584255015566603,0
4,4,3 Computer,-0.3931802586242511,-0.4939269916814906,0.7872329750224629,0
5,5,3000.00,0.5274641862858871,-0.4939269916814906,0.13341146988767527,0
6,6,4 Betterment,-0.37446558619511,-0.4939269916814906,0.7685183025933218,0
7,7,1200.00,0.539358563407142,-0.4939269916814906,0.14530584700893023,0
8,8,5 Maintenance,-0.3551161234513406,-0.4939269916814906,0.7491688398495524,0
9,9,1200.00,0.5490697473842505,-0.4939269916814906,0.1550170309860387,0
10,10,6 Office,-0.3901033442582475,-0.4939269916814906,0.7841560606564593,0
11,11,1500.00,0.5588147393108116,-0.4939269916814906,0.16476202291259978,0
12,12,7 Stationary,-0.3528690355764612,-0.4939269916814906,0.746921751974673,0
13,13,1200.00,0.5685330442375148,-0.4939269916814906,0.174480327839303,0
14,14,8 School,-0.3649802290874444,-0.4939269916814906,0.7590329454856561,0
15,15,9 Staff,-0.3686910018872261,-0.4939269916814906,0.762743718285438,0
16,16,10 School,-0.3455593468778768,-0.4939269916814906,0.7396120632760886,0
