,text,CandidatePosition,NeighbourInformation
0,3rd,-0.576105526762285,-0.4939269916814903
1,"18,",-0.30103801951256925,-0.4939269916814903
2,December/2,0.07471234676406546,-0.4939269916814903
3,1. |,-0.5027141700086994,-0.4939269916814903
4,2023,-0.2335714541490732,-0.4939269916814903
5,9972,0.06083591735369395,-0.4939269916814903
6,2. |,-0.49962391581452953,-0.4939269916814903
7,"9% 12,049.00",0.20627855153695732,-0.4939269916814903
8,"Am [9972 1,33,875.00",-0.03746315525545943,-0.4939269916814903
9,"| 9% | 12,049.00 |",0.12433900590386886,-0.4939269916814903
10,"| 9% | 12, 100",0.3628945320076876,-0.4939269916814903
11,"|_1,33,875.00",-0.08273159038801112,-0.4939269916814903
12,"12,049.00 |",0.18360176482977286,-0.4939269916814903
