,text,CandidatePosition,NeighbourInformation
0,22-Sep-22,-0.49274535116651486,-0.4939269916814903
1,"floor,,",-0.016754652636139795,2.280995227987725
2,"29,",0.21928931614195016,2.278760372982165
3,19-Sep-22,0.35038741385134314,3.0503778701435773
4,any,0.19132492769257037,-0.49392342509284515
5,@ 24%,0.12286596955598461,-0.4939269916814903
6,1-Oct-22,0.33268079246245885,2.3648492339754155
7,"31 1,98,603.00",0.5180464664358562,2.3203769085170776
8,-Oct-22,0.33033178182269035,2.3649034039330807
9,1,-0.46961284311352547,-0.4939269916814903
10,"@ 9% 17,874.00",0.2899225776756904,-0.4512759265295319
11,"@ 9% 17,874.00",0.2929598905844924,-0.4512758507556415
12,"9% 17,874.00",0.2642506548911924,-0.4939269916814903
13,"9% 17,874.00 35,748.00",0.5418828142168666,-0.4939269916814903
14,"17,874.00 17,874.00",0.40838270469186355,-0.4939269916814903
15,"17,874.00 35,748.00",0.58047114373971,-0.4939269916814903
