,Unnamed: 0,text,CandidatePosition,NeighbourInformation,Similarity,Output
0,0,10/17/22 10:42 AM,-0.3261977597162795,-0.4939269916814906,0.720296162084527,0
1,1,"2022 21,351.61",0.4154177846196462,0.2721510167462559,0.021319382251398733,1
2,2,89.25 2110.25,0.4927822080366949,-0.4939269916814906,0.09868380566844748,0
3,3,2110.25 21.00,0.497524121655633,-0.4939269916814906,0.10342571928738553,0
4,4,"21.00 21,272.50",0.5046305288227116,-0.4939269916814906,0.1105321264544642,0
5,5,"21,272.50 379.11",0.5178821285924856,-0.4939269916814906,0.12378372622423817,0
6,6,"21,131.11 89.25",0.4806698455136584,-0.4939269916814906,0.08657144314541093,0
7,7,1:21,-0.3691416096032933,-0.4939269916814906,0.7632400119715408,0
8,8,69 2nd,-0.2050991820722358,-0.4939269916814906,0.5991975844404832,0
9,9,1st,-0.1176867930777066,-0.4939269916814906,0.511785195445954,0
10,10,2:35 PM |,-0.3422822697539286,-0.4939269916814906,0.7363806721221761,0
