,conf,text,x,y,imageName
0,74.61049352083334,"ie /, FIESTA VACATIONS PVT LTD Wf #18 Old No.109 Hari Brindhavan 8th 30th Cross, 4th Block Jayanagar, i NG) 041, Phone No:+91- 080 4900 4800 i} a Figgte Dacalions Website: WWW.FIESTAVACATIONS.CO.IN OME LFE- TRAVEL HORE GSTIN/UIN: 29AABCF609701ZQ State Name: Karnataka, Code 29 Buyer (Bill to) i MRS.DHANALAKSHMI ",0.4411881188118812,0.2257142857142857,20.jpeg
1,90.1926805,No. FVPL/2022-23/215 ,1.2700990099009901,0.14485714285714285,20.jpeg
2,93.298693,"Invoice 8th B Main, Bangalore-560 4800 Buyer's ",0.9362376237623763,0.22057142857142858,20.jpeg
5,94.84004627272726,"TRAVEL RECEIPTS JORDON + EGYPT TOUR NO OF PAX: 02, DOT: ",0.3421782178217822,0.682,20.jpeg
8,86.14451729999999,      i ‘Amount Chargeable (in words) ‘Indian Rupees Seven Lakh Sixteen HSN/SAC 00440063 Tax Amount (in words) Indian Rupees Thirty ,0.4083168316831683,1.4042857142857144,20.jpeg
9,75.80504866666666,"Central Tax Amount Rate 16,235.83] 2.50%| ",1.3184158415841585,1.441142857142857,20.jpeg
0,91.05328841666669,DK 687 GSTN Bill To: TALLY SOLUTIONS PVT LTD-BANGALORE 23 &amp; 24 AMR TECH PARK II HONGASANDRA HONGASANDRA MAIN ROAD BANGALORE GSTN-29AAACP7879D1Z0 State: 29-Karnataka ,0.43686274509803924,0.23939393939393938,23.jpeg
1,96.375305,SERVICES BHUBANESWAR ,1.2576470588235293,0.15363636363636363,23.jpeg
2,88.63478842857141,SAHEED NAGAR GSTN NO-21EFKPR6083F1Z9 State: 21-Orissa GSTIN: ,0.9270588235294117,0.23393939393939395,23.jpeg
5,93.0923284,&amp; 24 AMR TECH PARK II HONGASANDRA MAIN ROAD GSTN-29AAACP7879D1Z0 BANGALORE 560068 Karnataka 29-Karnataka 29AAACP7879D1Z0 ,0.3388235294117647,0.7233333333333334,23.jpeg
6,93.494957,Through Date: ,1.4164705882352941,0.7169696969696969,23.jpeg
0,93.74246422222222,"Demo Company Limited 4 P.O Box 123456 Nairobi, PIN:P01234569P E-Mail email@email.com Demo Customer Ltd P.O Box 123 Nairobi ",0.43686274509803924,0.23939393939393938,68.jpeg
5,84.07670642857143,Pin: P000011224555 Description 001] Demo Item 1 ,0.3388235294117647,0.7233333333333334,68.jpeg
6,91.372906,TaxRate 16% ,1.4164705882352941,0.7169696969696969,68.jpeg
0,77.36935289610389,"SADIA Perfumes Cosmetics (L.L.C) Tel. +971 4 2266962 2266033 Fax: +971 2254675 P.O. Box 8773 Deira Dubai U.A.E. E-mail: sadialle@eim.ae Behind Sima Hotct Fikhree Market, Deira TRN: 100253332900003 (eeu) depth St galy Oty INVOICE Customer Jaya Address 01 Address 02 Address 03 Emirate Dubai Country UAE TRN: 324567899991 156 Si. Description of Goods Quantity Rate Per No. _ __. j 1 Stockitem 00 10 Nos 250.00 Nos 2 Stockitem 04 11,00 Kgs 500.00 Kgs Output Vat — ",0.8737254901960785,0.45039908779931587,106.jpeg
2,89.00049600000001,Page 1 of 1 (Customer Copy) ,1.8541176470588234,0.44013683010262256,106.jpeg
0,93.24343048148148,"CION LIGHTING TECHNOLOGIES FZC TRN: 100549453700003 Bill To Name ANTC-CUSTOMER Address Al Saadeh Building, 2nd Floor, Salahudheen Malaz., P.O Box 68518 Riyadh — KSA, Fax: +966-11-4766332 www.anicksa.com ",0.43686274509803924,0.23939393939393938,55.jpeg
2,96.0314295,TAX INVOICE ,0.9270588235294117,0.23393939393939395,55.jpeg
4,93.68258285714286,LC44W 87500960 1050mA/42 ADV2 LED DRIVER WITH WIRE Batch CXTF51-SM LDA 3000K LED TRACK ,0.956078431372549,1.233939393939394,55.jpeg
5,87.3240105,TRN 300052062600003 CODE ADA-GA69/AD3-B GA69/AD3-B BLACK Primary CBC-GA69/HOLDER CONNECTOR ADAPTER ,0.3388235294117647,0.7233333333333334,55.jpeg
7,89.798172,DRV-TRLC44-FIXCW ,0.2690196078431373,1.1639393939393938,55.jpeg
8,93.94069169444447,0 DRV-TRLC44-FIXC TRIDONIC LC44W 87500960 FixC SRL ADV2 LED DRIVER Primary Batch TRL-CXTF51D30W-R32| CION CXTF51-R LDA TRACK LIGHT WHITE 1012023 SSP-PRO-0348-3-W PRO-0348-3-W SINGLE SUSPENSION KIT 3M CHAIN Primary Batch SSP-PRO-0348-3-W PRO-0348-3-W SINGLE SUSPENSION KIT 3M CHAIN ,0.40431372549019606,1.4893939393939395,55.jpeg
0,89.50393312,"Appitsimple Infotek Private Limited Block D, 3rd Floor,Signature-IISarkhej Sanand Cross RoadSarkhej Ahmedabad, Gujarat 382210 IN accounis@softwaresuggesi.com GSTIN: 24AAMCA2213N1ZQ PAN No. AAMCA2213N CIN: U72900GJ2013PTC075149 TAX INVOICE ",0.43686274509803924,0.23939393939393938,28.jpeg
1,46.711483,C} ,1.2576470588235293,0.15363636363636363,28.jpeg
3,95.99207525,"QTY 1,103 Campaign from ",1.291764705882353,1.2045454545454546,28.jpeg
4,95.93376537500001,Pay per Click (PPC) Accounting related Pan India clicks made through PPC Campaign from to 31-12-2022 ,0.956078431372549,1.233939393939394,28.jpeg
5,93.96627360000001,"II, Hongasandra, Hosur Road Bengaluru, Karnataka 560 Code: 29 29AAACP7879D1Z0 ",0.3388235294117647,0.7233333333333334,28.jpeg
7,61.4919395, HSN/SAC 998313 ,0.2690196078431373,1.1639393939393938,28.jpeg
8,94.42155088888889,"01-12-2022 to 31-12-2022 2 998313 SoftwareSuggest Category: Accounting, Location: India Unique leads made 01-12-2022 to 31-12-2022 Terms Conditions* “Quoted price is relevant for the next 6 months only “Interest will be charged in accordance with provisions ",0.40431372549019606,1.4893939393939395,28.jpeg
0,78.94405704854368,"Tax Invoice mr i “MK ENTERPRISES Invoice No. Dated hls .__ 4-4-15, NEAR ROTERY COMMUNITY CENTER, MK/IN/22-23/2009 S-Dec-22 UY VIKAS NAGAR, BUNDI (RAJ.) -323001 [Delivery Note ModefTerms of Enterprises  GSTIN/UIN: @BACCPG2240C12D State Name Rajasthan, Code 08 Reference No. Date. Other References E-Mail mkenterprises_bnd@gmail.com 2009 dt. 5-Dec-22 Buyer (Bill to) Buyers Order No. Gated TALLY SOLUTIONS PRIVATE LIMITED 23 24, AMR TECH PARK II, HONGASANDRA, HOSUR Dispatch Doc No. ‘Delivery Note MAIN ROAD, BANGLORE 560068 GSTIN/UIN + 29AAACP7879D1Z0 Dispatched through Destination State Name Karnataka, Code 29 Terms of Delivery SI Description of Goods HSN/SAC {Quantity Rate per No, BUSSINESS PROMOTIONAL ACTIVITY 99962 Jofluencer Event ",0.8737254901960785,0.4509132420091324,101.jpeg
2,96.20843,References Note Date ,1.8541176470588234,0.4406392694063927,101.jpeg
5,90.03168323809524,Total (in words) Seven Thousand Seven Hundred Forty Five and Thirty HSNISAC words} :_ INR Four Thousand Two Hundred Thirty Two ,0.6776470588235294,1.3624429223744292,101.jpeg
0,89.63490244444444,"Pentagon System 444, First Floor, 8th Bangalore Karnataka 560034Tel. GSTIN No. 29AAACP0547J1ZC CIN No. U72900MH1994PTC081824 Invoice No, KR2223/00600 Invoice Date 19-12-2022 State > Karnataka State Code 29 ",0.4491935483870968,0.22526375819788994,79.jpeg
1,96.59968066666666,No. 080 2563 ,1.2931451612903226,0.14456800684345594,79.jpeg
2,92.32633544444444,Tel.No.: Fax No.: Email:pentagonbge@pentagon.co.in Warehouse TAX INVOICE PAN No. ,0.9532258064516129,0.22013116623895068,79.jpeg
5,93.20920654545453,"Of Delivery Details Of Receiver(Billed TALLY SOLUTIONS AMR Tech Park il, No Hongasandra, Hosur Bangalore 560 068 PAN No AAACP7879D Karnataka State ",0.34838709677419355,0.6806387225548902,79.jpeg
6,88.61142424999998,"Consignee{Shipped SOLUTIONS PVT Park Il, No 23 Hosur Main 560 068 AAACP7879D ",1.456451612903226,0.6746506986027944,79.jpeg
7,65.96731199999999,No C9HZYN3 ,0.27661290322580645,1.0952380952380953,79.jpeg
8,57.1231005,I. IRN 8a428ce784biddbb67 cSae0b5 1d905ae92175167d0- SaSsbibfaSseadsdaass Ack.No. + 112214840308118 Ack. Date 19-Dec-22 ,0.4157258064516129,1.401482748788138,79.jpeg
9,95.69432850000001,Total Amount Invoice Total ,1.3423387096774193,1.4382663244938694,79.jpeg
0,93.41026149999998,"Endeavour Office Solutions Ltd P.O.Box:45855 -00100,Nairobi, Kenya. Sales: +254 708 242458/ 0733 280333 Support:+254 729360858 788 913 642 Tallysupport@eos!.Co.Ke E-Mail info@eosl.co.ke PIN NO:P051370868H INSIGNIA DESIGNS LTD Nairobi, Kenya. ",0.43686274509803924,0.23939393939393938,18.jpeg
1,13.4328155,—— SSS ,1.2576470588235293,0.15363636363636363,18.jpeg
2,96.093956,TAX INVOICE ,0.9270588235294117,0.23393939393939395,18.jpeg
5,92.90116033333334,|Software Tally Net Tally Software Services Sr. No: 767733462 ,0.3388235294117647,0.7233333333333334,18.jpeg
6,68.051842,"9,270.00) ",1.4164705882352941,0.7169696969696969,18.jpeg
8,93.625647375,PIN No: P051370868H Amount in words:Kenya Shillings Ten ,0.40431372549019606,1.4893939393939395,18.jpeg
9,96.201618,Total Amount ,1.3054901960784313,1.5284848484848486,18.jpeg
0,74.39028564285715,"tan, “Ss Paine Comancdting faadi fe ete Tax TALLY SOLUTIONS PRIVATE LIMITED AMR TECH PARK II 23824 HONGASANDRA HOSUR MAIN ROAD BANGALORE KARNATAKA 560068 TELEPHONE 18004258859 GSTIN 29AAACP7879D1Z0 ",0.4501010101010101,0.22519954389965793,82.jpeg
1,88.09324180000002,Date 09/06/2023 IN Toll Free ,1.2957575757575757,0.14452679589509693,82.jpeg
