,conf,text,x,y,imageName
0,75.3819904137931,"ie /, FIESTA VACATIONS PVT LTD Wf #18 Old No.109 Hari Brindhavan 30th Cross, 4th Block Jayanagar, i NG) 041, Phone No:+91- 080 4900 i} Figgte Dacalions Website: WWW.FIESTAVACATIONS.CO.IN ",0.4035643564356436,0.15571428571428572,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/20.jpeg
2,91.21656566666667,No. FVPL/2022-23/215 No. ,1.2384158415841584,0.1737142857142857,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/20.jpeg
4,95.8611985,4800 Buyer's ,0.9358415841584159,0.26285714285714284,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/20.jpeg
5,79.4974342,Buyer (Bill to) i MRS.DHANALAKSHMI ,0.19881188118811882,0.36457142857142855,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/20.jpeg
6,70.3645915,to) MRS.DHANALAKSHMI ,0.3302970297029703,0.39371428571428574,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/20.jpeg
11,94.151062,"Karnataka, Code ",0.6198019801980198,0.5411428571428571,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/20.jpeg
17,94.58282733333333,TRAVEL JORDON + NO OF PAX: ,0.23405940594059407,0.7617142857142857,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/20.jpeg
25,89.47367115789474,      ‘Amount Chargeable (in words) ‘Indian Rupees Seven Lakh Sixteen HSN/SAC 00440063 Tax Amount (in words) Indian Rupees Thirty ,0.4083168316831683,1.4482857142857142,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/20.jpeg
26,75.80504866666666,"Central Tax Amount Rate 16,235.83] 2.50%| ",1.3184158415841585,1.441142857142857,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/20.jpeg
0,94.98809800000001,DK 687 ,0.3996078431372549,0.16515151515151516,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/23.jpeg
1,94.96302033333335,SOFTWARES SAHEED NAGAR ,0.9188235294117647,0.11090909090909092,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/23.jpeg
2,95.5245435,SERVICES BHUBANESWAR Invoice No. ,1.2262745098039216,0.18424242424242424,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/23.jpeg
4,89.660385,GSTIN: ,0.9266666666666666,0.2787878787878788,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/23.jpeg
5,89.50502830769231,TALLY SOLUTIONS PVT 23 &amp; 24 AMR TECH HONGASANDRA MAIN GSTN-29AAACP7879D1Z0 State: 29-Karnataka ,0.19686274509803922,0.38666666666666666,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/23.jpeg
6,91.72197875,MAIN ROAD GSTN-29AAACP7879D1Z0 29-Karnataka ,0.3270588235294118,0.4175757575757576,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/23.jpeg
7,93.01712,ROAD ,0.47843137254901963,0.4160606060606061,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/23.jpeg
8,96.08593,BANGALORE ,0.6054901960784314,0.41575757575757577,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/23.jpeg
11,91.97348,LTD-BANGALORE ,0.6137254901960785,0.573939393939394,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/23.jpeg
12,92.9524765,Despaich Doc. ,1.2211764705882353,0.5727272727272728,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/23.jpeg
13,93.302734,No. ,1.415686274509804,0.5748484848484848,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/23.jpeg
14,93.1629876,&amp; 24 AMR TECH PARK II HONGASANDRA MAIN ROAD GSTN-29AAACP7879D1Z0 ,0.3388235294117647,0.6503030303030303,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/23.jpeg
16,93.764893,Date: ,1.4168627450980391,0.7733333333333333,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/23.jpeg
17,83.598228,29AAACP7879D1Z0 ,0.23176470588235293,0.8078787878787879,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/23.jpeg
0,90.7095955,"4 P.O Box 123456 Nairobi, PIN:P01234569P E-Mail email@email.com ",0.3996078431372549,0.16515151515151516,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/68.jpeg
1,96.33567,Kenya ,0.9188235294117647,0.11090909090909092,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/68.jpeg
5,96.11144783333333,Demo Customer P.O Box 123 Nairobi ,0.19686274509803922,0.38666666666666666,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/68.jpeg
6,95.835793,123 ,0.3270588235294118,0.4175757575757576,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/68.jpeg
14,74.062307,Pin: P000011224555 ,0.3388235294117647,0.6503030303030303,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/68.jpeg
16,91.372906,TaxRate 16% ,1.4168627450980391,0.7733333333333333,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/68.jpeg
17,80.078537,001] Demo ,0.23176470588235293,0.8078787878787879,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/68.jpeg
0,81.29548780645159,"Perfumes Cosmetics (L.L.C) Tel. +971 4 2266962 2266033 Fax: +971 2254675 P.O. Box 8773 Deira Dubai U.A.E. E-mail: sadialle@eim.ae Behind Sima Hotct Fikhree Market, Deira TRN: 100253332900003 (eeu) depth St INVOICE ",0.7992156862745098,0.3107183580387685,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/106.jpeg
1,32.839074,galy Oty geal at ,1.8376470588235294,0.20866590649942987,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/106.jpeg
4,89.00049600000001,Page 1 of 1 (Customer Copy) ,1.8533333333333333,0.5245153933865451,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/106.jpeg
5,55.482689,Si. Description No. j 1 Stockitem 00 2 Stockitem 04 — ,0.39372549019607844,0.7274800456100342,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/106.jpeg
6,59.907627000000005,_ — ,0.6541176470588236,0.7856328392246295,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/106.jpeg
8,95.75677875,"10 11,00 Output Vat ",1.2109803921568627,0.7822120866590649,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/106.jpeg
11,33.578659,! ,1.227450980392157,1.0798175598631699,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/106.jpeg
0,92.9510295,CION LIGHTING TECHNOLOGIES FZC TRN: 100549453700003 ,0.3996078431372549,0.16515151515151516,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
4,96.0314295,TAX INVOICE ,0.9266666666666666,0.2787878787878788,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
5,95.01261883333332,"Name Address Al Saadeh Malaz., Fax: ",0.19686274509803922,0.38666666666666666,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
6,93.04780066666666,"Al Saadeh Malaz., P.O Fax: +966-11-4766332 ",0.3270588235294118,0.4175757575757576,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
7,92.99182133333333,"Building, Box +966-11-4766332 ",0.47843137254901963,0.4160606060606061,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
8,94.8753205,"2nd Floor, 68518 Riyadh ",0.6054901960784314,0.41575757575757577,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
9,95.0692916,1050mA/42 WITH WIRE LED TRACK ,1.1592156862745098,1.2063636363636363,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
10,88.11985,TRL-CXTF51D30W-SM ,0.16156862745098038,1.2793939393939393,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
12,96.2632675,Place Page ,1.2211764705882353,0.5727272727272728,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
13,93.50204466666668,Supply: CP KSA ,1.415686274509804,0.5748484848484848,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
14,72.96687066666668,TRN 300052062600003 CODE ,0.3388235294117647,0.6503030303030303,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
15,92.737343,200.000 ,1.0937254901960785,0.7327272727272728,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
17,86.480698,CBC-GA69/HOLDER ,0.23176470588235293,0.8078787878787879,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
19,89.798172,DRV-TRLC44-FIXCW ,0.1988235294117647,1.15,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
20,91.380264,FixC ,0.34862745098039216,1.1639393939393938,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
21,94.13072214285714,87500960 LED DRIVER WITH LDA 3000K LED ,0.7572549019607843,1.233939393939394,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
22,96.462448,WHITE ,0.6231372549019608,1.2984848484848486,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
24,93.22797349999999,0 TRIDONIC ,0.47411764705882353,1.333939393939394,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
25,94.38098415384616,Primary Batch TRL-CXTF51D30W-R32| CION CXTF51-R LDA TRACK LIGHT WHITE 1012023 SSP-PRO-0348-3-W PRO-0348-3-W SINGLE SUSPENSION KIT 3M CHAIN Primary Batch SSP-PRO-0348-3-W PRO-0348-3-W SINGLE SUSPENSION KIT 3M CHAIN ,0.40431372549019606,1.5360606060606061,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/55.jpeg
0,88.80039106666668,"Appitsimple Infotek Private Limited Block D, 3rd Floor,Signature-IISarkhej Sanand Cross RoadSarkhej Ahmedabad, Gujarat 382210 IN ",0.3996078431372549,0.16515151515151516,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/28.jpeg
2,67.370096,C} O ,1.2262745098039216,0.18424242424242424,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/28.jpeg
3,75.709579,tS ,1.3650980392156862,0.18363636363636363,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/28.jpeg
5,92.37782,PAN No. AAMCA2213N CIN: TAX ,0.19686274509803922,0.38666666666666666,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/28.jpeg
6,88.7829705,U72900GJ2013PTC075149 INVOICE ,0.3270588235294118,0.4175757575757576,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/28.jpeg
9,96.1724923,"QTY per Click (PPC) 1,103 related through PPC Campaign from ",1.1592156862745098,1.2063636363636363,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/28.jpeg
11,96.3146365,Tally AMR ,0.6137254901960785,0.573939393939394,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/28.jpeg
13,96.777756,DUE ,1.415686274509804,0.5748484848484848,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/28.jpeg
14,94.40823928571429,"II, Hongasandra, Hosur Road Bengaluru, Karnataka 560 ",0.3388235294117647,0.6503030303030303,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/28.jpeg
17,96.53832249999999,Code: 29 ,0.23176470588235293,0.8078787878787879,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/28.jpeg
18,27.269638,NO ,0.08509803921568627,1.1293939393939394,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/28.jpeg
19,27.269638, HSN/SAC ,0.1988235294117647,1.15,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/28.jpeg
21,95.74720757142858,Pay per Accounting India made through 31-12-2022 ,0.7572549019607843,1.233939393939394,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/28.jpeg
22,96.27533966666668,clicks made to ,0.6231372549019608,1.2984848484848486,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/28.jpeg
24,96.38015,01-12-2022 ,0.47411764705882353,1.333939393939394,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/28.jpeg
25,94.08845349999999,Location: India Unique leads made 01-12-2022 to 31-12-2022 Terms Conditions* “Quoted price is relevant for the next 6 months only “Interest will be charged in accordance with provisions ,0.40431372549019606,1.5360606060606061,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/28.jpeg
0,80.74156448571428,"hls .__ 4-4-15, NEAR ROTERY COMMUNITY CENTER, MK/IN/22-23/2009 UY VIKAS NAGAR, BUNDI (RAJ.) -323001 [Delivery Note Enterprises  GSTIN/UIN: @BACCPG2240C12D State Name Rajasthan, Code 08 Reference No. Date. Other E-Mail mkenterprises_bnd@gmail.com 2009 dt. 5-Dec-22 Buyer (Bill to) Buyers Order No. Gated TALLY SOLUTIONS PRIVATE LIMITED 23 24, AMR TECH PARK II, HONGASANDRA, HOSUR Dispatch Doc No. ‘Delivery MAIN ROAD, BANGLORE 560068 GSTIN/UIN + 29AAACP7879D1Z0 Dispatched through State Name Karnataka, Code 29 ",0.7992156862745098,0.3110730593607306,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/101.jpeg
1,79.08790375000001,ModefTerms of Payment References ,1.8376470588235294,0.2089041095890411,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/101.jpeg
5,75.1509476,"SI Description of Goods No, BUSSINESS PROMOTIONAL ACTIVITY Jofluencer Event ",0.39372549019607844,0.728310502283105,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/101.jpeg
6,95.6192095,PROMOTIONAL ACTIVITY ,0.6541176470588236,0.7865296803652968,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/101.jpeg
8,96.546654,99962 ,1.2109803921568627,0.7831050228310502,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/101.jpeg
14,95.35188981818182,Total (in words) Seven Thousand Seven Hundred Forty Five and Thirty ,0.6776470588235294,1.2248858447488584,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/101.jpeg
17,82.8695672,words} :_ INR Four Thousand ,0.46352941176470586,1.5216894977168949,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/101.jpeg
0,93.57893333333334,Bangalore Karnataka 560034Tel. ,0.41088709677419355,0.15540347875677216,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/79.jpeg
1,91.22228557142857,"No, 080 2563 5220 Tel.No.: Fax No.: ",0.944758064516129,0.10436270316509838,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/79.jpeg
2,96.59968066666666,No. 080 2563 ,1.2608870967741936,0.17336755061305958,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/79.jpeg
4,96.34738325,TAX INVOICE PAN No. ,0.9528225806451613,0.2623324779013402,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/79.jpeg
5,91.15648962499999,"CIN No. Invoice No, Invoice Date State > ",0.20241935483870968,0.36384374108925005,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/79.jpeg
6,76.20319175,KR2223/00600 19-12-2022 > Karnataka ,0.3362903225806452,0.3929284288565726,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/79.jpeg
7,92.794189,KR2223/00600 ,0.49193548387096775,0.39150270886797833,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/79.jpeg
8,94.21326099999999,State Code ,0.6225806451612903,0.3912175648702595,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/79.jpeg
11,91.26742150000001,9840007413 BANGALORE ,0.6310483870967742,0.5400627316794981,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/79.jpeg
14,94.18875357142856,Of Delivery Details Of Receiver(Billed TALLY SOLUTIONS ,0.34838709677419355,0.6119190191046479,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/79.jpeg
16,90.43866288888889,"Park Il, No 23 Hosur Main 560 068 AAACP7879D ",1.4568548387096774,0.7276874821785001,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/79.jpeg
17,95.70436833333333,Bangalore PAN Karnataka ,0.23830645161290323,0.7601938979184488,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/79.jpeg
18,90.62052933333332,Y4-5 3Y Sr ,0.0875,1.0627316794981465,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/79.jpeg
19,65.96731199999999,No C9HZYN3 ,0.20443548387096774,1.0821214713430283,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/79.jpeg
25,57.1231005,I. IRN 8a428ce784biddbb67 cSae0b5 1d905ae92175167d0- SaSsbibfaSseadsdaass Ack.No. + 112214840308118 Ack. Date 19-Dec-22 ,0.4157258064516129,1.4453949244368407,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/79.jpeg
26,95.69432850000001,Total Amount Invoice Total ,1.3423387096774193,1.4382663244938694,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/79.jpeg
0,92.12202021052632,"P.O.Box:45855 -00100,Nairobi, Kenya. Sales: +254 708 242458/ 0733 280333 Support:+254 729360858 788 913 642 Tallysupport@eos!.Co.Ke E-Mail info@eosl.co.ke PIN NO:P051370868H ",0.3996078431372549,0.16515151515151516,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/18.jpeg
4,96.093956,TAX INVOICE ,0.9266666666666666,0.2787878787878788,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/18.jpeg
5,96.24062149999999,"INSIGNIA DESIGNS Nairobi, Kenya. ",0.19686274509803922,0.38666666666666666,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/18.jpeg
6,96.70842,Kenya. ,0.3270588235294118,0.4175757575757576,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/18.jpeg
11,96.097591,Description Subscription ,0.6137254901960785,0.573939393939394,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/18.jpeg
12,72.8588085,Qty Pcs| ,1.2211764705882353,0.5727272727272728,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/18.jpeg
13,84.96324433333334,"Unit Price 9,270.00) ",1.415686274509804,0.5748484848484848,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/18.jpeg
14,92.90116033333334,|Software Tally Net Tally Software Services Sr. No: 767733462 ,0.3388235294117647,0.6503030303030303,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/18.jpeg
25,93.625647375,PIN No: P051370868H Amount in words:Kenya Shillings Ten ,0.40431372549019606,1.5360606060606061,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/18.jpeg
26,96.201618,Total Amount ,1.3054901960784313,1.5284848484848486,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/18.jpeg
0,42.42636177777778,"tan, Paine Comancdting faadi fe ete TALLY SOLUTIONS PRIVATE ",0.4117171717171717,0.15535917901938426,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
1,0.0,liar ,0.9466666666666667,0.10433295324971494,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
2,87.9230346,Date IN Toll Free PAYABLE ,1.2634343434343434,0.1733181299885975,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
3,76.96776033333333,PO Toll Free ,1.4064646464646464,0.17274800456100342,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
4,76.251877,NUMBER zg ,0.9547474747474748,0.26225769669327254,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
5,96.51910416666665,HOSUR MAIN ROAD BANGALORE KARNATAKA 560068 ,0.20282828282828283,0.3637400228050171,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
9,75.89580180769231,"24,771.71 Nov'22 Dec'22 Jan'23 to your ID kiran@greettech.com. If mail ID is incorrect, “www.selfcare.bsni.co.in"". oe Scan 'QR' Code i teat =e to make Online Portal rr ",1.1943434343434343,1.1348346636259978,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
11,59.475001999999996,"sos 3,56,315.00 x ",0.6323232323232323,0.5399087799315849,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
12,69.17041425,os Amount in Words ,1.2581818181818183,0.5387685290763968,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
13,65.30991866666666,"® 4,35,308.48 Four Lakh Thirty Weg, ",1.4585858585858587,0.5407639680729761,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
14,96.040512,Summary of Charges Current Charges ,0.3490909090909091,0.6117445838084379,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
17,96.3752155,Charges Miscellaneous Charges Discounts ,0.2387878787878788,0.7599771949828963,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
18,92.50222,SGST ,0.08767676767676767,1.0624287343215508,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
19,96.51326,Dear ,0.20484848484848484,1.0818129988597491,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
20,96.11716849999999,"Customer, Soft ",0.3591919191919192,1.0949258836944127,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
21,76.6852855,been mailed to oe ,0.7802020202020202,1.160775370581528,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
22,13.964823333333333,WORLD TEST CHAMPIONSHIP ,0.642020202020202,1.2214937286202965,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
23,30.208267,~ ,0.381010101010101,1.2548460661345495,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
24,64.03715,~ ICC: FINAL ,0.48848484848484847,1.2548460661345495,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
25,69.68077816666667,STARTS 7 JUN Fibre Value OTT = 799 Per Month Upto 100 tibps” Speed tll 1000 Ge Unlimited Data Download Unlimited Calls to:any Network ,0.4165656565656566,1.4449828962371722,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/82.jpeg
0,92.8097775,Name Mr SHANKAR MURTHY Y S ,0.4110528438886648,0.15535917901938426,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/39.jpeg
2,94.02080624999999,Date: 11/10/2022 Your Policy Policy Number Own Damage ,1.2613957240822913,0.1733181299885975,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/39.jpeg
3,94.73747233333334,11/10/2022 Policy Details ,1.4041952400161355,0.17274800456100342,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/39.jpeg
5,95.59111975,BANGALORE 560061 KARNATAKA INDIA ,0.20250100847115773,0.3637400228050171,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/39.jpeg
9,88.93603859999999,Insurance Company best of services at all Quick steps INCASE > FIRST ATTEND > RECORD THE > KEEP REQUIRED Limited ,1.192416296893909,1.1348346636259978,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/39.jpeg
10,85.18100075000001,Sincerely For Tata AIG ,0.1661960467930617,1.2035347776510832,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/39.jpeg
14,96.04142891666665,Welcome to Tata AIG General Insurance choosing our Auto Secure Standalone insurance. ,0.34852763210972165,0.6117445838084379,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/39.jpeg
15,96.831795,You ,1.1250504235578862,0.6892816419612314,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/39.jpeg
16,96.24769919999999,pick-up of car! settlement warranty ,1.4574425171440097,0.7274800456100342,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/39.jpeg
17,95.40763255555555,would like to inform declaration provided schedule has been ,0.23840258168616377,0.7599771949828963,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/39.jpeg
18,96.62640060000001,"or in We, Limited times. ",0.08753529649052037,1.0624287343215508,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/39.jpeg
19,96.55693980000001,thank you for insuring Happy ,0.2045179507866075,1.0818129988597491,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/39.jpeg
20,95.93065899999999,"once again, insuring your vehicle. driving! ",0.35861234368697054,1.0949258836944127,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/39.jpeg
21,96.30712533333333,you of our best Company Limited ,0.7789431222267044,1.160775370581528,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/39.jpeg
22,95.335442,Company ,0.6409842678499394,1.2214937286202965,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/39.jpeg
25,85.61240475,a Authorized Signatory D CALL US © WRITE ,0.41589350544574427,1.4449828962371722,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/39.jpeg
26,93.02427359999999,> INCASE OF OR INJURY ,1.3428801936264623,1.4378563283922463,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/39.jpeg
0,73.2102355,23 iPROSPECT PAN No. ,0.3996078431372549,0.18166666666666667,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/64.jpeg
1,93.624372,IND GST No. ,0.9188235294117647,0.122,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/64.jpeg
2,95.15180975,Tel:+91-80-42635040 CIN Invoice Recipient ,1.2262745098039216,0.20266666666666666,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/64.jpeg
4,96.370037,Original LIMITED ,0.9266666666666666,0.30666666666666664,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/64.jpeg
5,76.7701835,Client + Client Address ,0.19686274509803922,0.42533333333333334,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/64.jpeg
6,93.160355,ROAD ,0.3270588235294118,0.4593333333333333,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/64.jpeg
7,92.9978065,ROAD Karnataka ,0.47843137254901963,0.45766666666666667,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/64.jpeg
8,92.4662935,HONGASANDRA IND ,0.6054901960784314,0.4573333333333333,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/64.jpeg
9,89.87427926666665,"287,500.00|/S GST @ 9.00 On Service Fee C GST @ 9.00 On Service Fee Net ",1.1592156862745098,1.327,/home/aman/Documents/Tally/Git-Document-AI/Document-AI/Data/Images/64.jpeg
