,conf,text,x,y,imageName,class
0,74.61049352083334,"ie /, fiesta vacations pvt ltd wf #18 old no.109 hari brindhavan 8th 30th cross, 4th block jayanagar, i ng) 041, phone no:+91- 080 4900 4800 i} a figgte dacalions website: www.fiestavacations.co.in ome lfe- travel hore gstin/uin: 29aabcf609701zq state name: karnataka, code 29 buyer (bill to) i mrs.dhanalakshmi ",0.4411881188118812,0.2257142857142857,20.jpeg,sellerDetails
1,90.1926805,no. fvpl/2022-23/215 ,1.27009900990099,0.1448571428571428,20.jpeg,misc
2,93.298693,"invoice 8th b main, bangalore-560 4800 buyer's ",0.9362376237623764,0.2205714285714285,20.jpeg,misc
3,94.84004627272726,"travel receipts jordon + egypt tour no of pax: 02, dot: ",0.3421782178217822,0.682,20.jpeg,misc
4,86.14451729999999,      i ‘amount chargeable (in words) ‘indian rupees seven lakh sixteen hsn/sac 00440063 tax amount (in words) indian rupees thirty ,0.4083168316831683,1.4042857142857144,20.jpeg,amount
5,75.80504866666666,"central tax amount rate 16,235.83] 2.50%| ",1.3184158415841585,1.441142857142857,20.jpeg,amount
6,91.05328841666667,dk 687 gstn bill to: tally solutions pvt ltd-bangalore 23 &amp; 24 amr tech park ii hongasandra hongasandra main road bangalore gstn-29aaacp7879d1z0 state: 29-karnataka ,0.4368627450980392,0.2393939393939393,23.jpeg,buyerDetails
7,96.375305,services bhubaneswar ,1.2576470588235291,0.1536363636363636,23.jpeg,misc
8,88.63478842857141,saheed nagar gstn no-21efkpr6083f1z9 state: 21-orissa gstin: ,0.9270588235294116,0.2339393939393939,23.jpeg,misc
9,93.0923284,&amp; 24 amr tech park ii hongasandra main road gstn-29aaacp7879d1z0 bangalore 560068 karnataka 29-karnataka 29aaacp7879d1z0 ,0.3388235294117647,0.7233333333333334,23.jpeg,misc
10,93.494957,through date: ,1.416470588235294,0.7169696969696969,23.jpeg,misc
11,93.74246422222222,"demo company limited 4 p.o box 123456 nairobi, pin:p01234569p e-mail email@email.com demo customer ltd p.o box 123 nairobi ",0.4368627450980392,0.2393939393939393,68.jpeg,sellerDetails
12,84.07670642857143,pin: p000011224555 description 001] demo item 1 ,0.3388235294117647,0.7233333333333334,68.jpeg,misc
13,91.372906,taxrate 16% ,1.416470588235294,0.7169696969696969,68.jpeg,misc
14,77.36935289610389,"sadia perfumes cosmetics (l.l.c) tel. +971 4 2266962 2266033 fax: +971 2254675 p.o. box 8773 deira dubai u.a.e. e-mail: sadialle@eim.ae behind sima hotct fikhree market, deira trn: 100253332900003 (eeu) depth st galy oty invoice customer jaya address 01 address 02 address 03 emirate dubai country uae trn: 324567899991 156 si. description of goods quantity rate per no. _ __. j 1 stockitem 00 10 nos 250.00 nos 2 stockitem 04 11,00 kgs 500.00 kgs output vat — ",0.8737254901960785,0.4503990877993158,106.jpeg,sellerDetails
15,89.00049600000001,page 1 of 1 (customer copy) ,1.8541176470588236,0.4401368301026225,106.jpeg,misc
16,93.24343048148148,"cion lighting technologies fzc trn: 100549453700003 bill to name antc-customer address al saadeh building, 2nd floor, salahudheen malaz., p.o box 68518 riyadh — ksa, fax: +966-11-4766332 www.anicksa.com ",0.4368627450980392,0.2393939393939393,55.jpeg,buyerDetails
17,96.0314295,tax invoice ,0.9270588235294116,0.2339393939393939,55.jpeg,misc
18,93.68258285714286,lc44w 87500960 1050ma/42 adv2 led driver with wire batch cxtf51-sm lda 3000k led track ,0.956078431372549,1.233939393939394,55.jpeg,misc
19,87.3240105,trn 300052062600003 code ada-ga69/ad3-b ga69/ad3-b black primary cbc-ga69/holder connector adapter ,0.3388235294117647,0.7233333333333334,55.jpeg,misc
20,89.798172,drv-trlc44-fixcw ,0.2690196078431373,1.1639393939393938,55.jpeg,misc
21,93.94069169444448,0 drv-trlc44-fixc tridonic lc44w 87500960 fixc srl adv2 led driver primary batch trl-cxtf51d30w-r32| cion cxtf51-r lda track light white 1012023 ssp-pro-0348-3-w pro-0348-3-w single suspension kit 3m chain primary batch ssp-pro-0348-3-w pro-0348-3-w single suspension kit 3m chain ,0.404313725490196,1.4893939393939395,55.jpeg,misc
